F:\Practice\neu-dataset\bear\0059084e-bdac-3d9f-8420-e4808bcf.jpg,bear
F:\Practice\neu-dataset\bear\024c23d7-2c1a-3be0-b440-4ec666d3.jpg,bear
F:\Practice\neu-dataset\bear\032bd918-f7d0-345d-86e0-35b0c2ac.jpg,bear
F:\Practice\neu-dataset\bear\062dd559-6561-388e-bb4a-4bdc1eaf.jpg,bear
F:\Practice\neu-dataset\bear\065ba9e5-3d81-3a79-8ec1-ee6bfc3d.jpg,bear
F:\Practice\neu-dataset\bear\082f5f2e-16b8-39c6-a8ef-01f36b8a.jpg,bear
F:\Practice\neu-dataset\bear\0ad90d15-844b-3fec-af28-7a4f33c6.jpg,bear
F:\Practice\neu-dataset\bear\0dce743e-85e6-3d33-b74c-e679a294.jpg,bear
F:\Practice\neu-dataset\bear\12c4b1b2-596e-359f-aa85-dfd96bb3.jpg,bear
F:\Practice\neu-dataset\bear\1854ec04-1490-3d6c-82ff-dc192d47.jpg,bear
F:\Practice\neu-dataset\bear\1bbb1d19-3fec-3f75-8ba6-f8b9b9ee.jpg,bear
F:\Practice\neu-dataset\bear\1f4e3555-3c80-37db-b632-a7e4d66c.jpg,bear
F:\Practice\neu-dataset\bear\1fd55fa5-4041-3d92-8e0d-cc99826d.jpg,bear
F:\Practice\neu-dataset\bear\2126b073-bb89-307b-81dc-5f8a1134.jpg,bear
F:\Practice\neu-dataset\bear\29ed9c32-e3e2-37b2-87c1-9b32db37.jpg,bear
F:\Practice\neu-dataset\bear\2cbd6734-ede5-34a7-bd6b-9f829f44.jpg,bear
F:\Practice\neu-dataset\bear\32daf143-f3fd-3819-b2c0-27f5d293.jpg,bear
F:\Practice\neu-dataset\bear\33c96d60-d1a2-3b5b-a36c-f52c6a50.jpg,bear
F:\Practice\neu-dataset\bear\34700f11-4f14-3791-8016-7a65f2f2.jpg,bear
F:\Practice\neu-dataset\bear\356f6a27-6994-3113-9e0a-0ae50288.jpg,bear
F:\Practice\neu-dataset\bear\444ddaf6-42d7-3699-8e30-de6aa229.jpg,bear
F:\Practice\neu-dataset\bear\494a8f9e-88ed-3109-bd6f-6cb61da5.jpg,bear
F:\Practice\neu-dataset\bear\4a0cea7b-da43-3901-b50a-9699d474.jpg,bear
F:\Practice\neu-dataset\bear\4c3ddea0-7fd5-3081-b2d6-76aaf16b.jpg,bear
F:\Practice\neu-dataset\bear\52544d4c-e23a-3816-b806-acc36475.jpg,bear
F:\Practice\neu-dataset\bear\52f2ca29-b6da-3514-82bd-75dbb29f.jpg,bear
